EpiRR Ordering,EpiRR,Biospecimen Disease,Broad Biospecimen Label,Broad Colour,Intermediate Biospecimen Label,Intermediate Colour,Curated Biospecimen Label
1922,IHECRE00001904.1,Healthy/None,macrophage,"191,134,235",macrophage,"191,134,235",Macrophage
1923,IHECRE00001906.1,Healthy/None,macrophage,"191,134,235",macrophage,"191,134,235",Macrophage
1924,IHECRE00001907.1,Healthy/None,macrophage,"191,134,235",macrophage,"191,134,235",Macrophage
1925,IHECRE00001935.1,Healthy/None,macrophage,"191,134,235",macrophage,"191,134,235",Macrophage
1926,IHECRE00001936.1,Healthy/None,macrophage,"191,134,235",macrophage,"191,134,235",Macrophage
1927,IHECRE00000023.3,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
1928,IHECRE00000124.3,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
1929,IHECRE00002639.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
1930,IHECRE00002384.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
1931,IHECRE00002331.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
1932,IHECRE00002378.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
1933,IHECRE00002554.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
1934,IHECRE00002591.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
1935,IHECRE00002679.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
1936,IHECRE00002709.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
1937,IHECRE00002216.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
1938,IHECRE00002285.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
1939,IHECRE00002350.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
1940,IHECRE00002508.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
1941,IHECRE00002660.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
1942,IHECRE00002215.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
1943,IHECRE00002482.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
1944,IHECRE00002621.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
1945,IHECRE00002222.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
1946,IHECRE00002299.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
1947,IHECRE00002353.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
1948,IHECRE00002442.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
1949,IHECRE00002475.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
1950,IHECRE00002485.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
1951,IHECRE00002491.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
1952,IHECRE00000159.3,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
1953,IHECRE00002235.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
1954,IHECRE00002274.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
1955,IHECRE00002284.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
1956,IHECRE00002306.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
1957,IHECRE00002314.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
1958,IHECRE00002377.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
1959,IHECRE00002408.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
1960,IHECRE00002415.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
1961,IHECRE00002550.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
1962,IHECRE00002589.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
1963,IHECRE00002650.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
1964,IHECRE00002651.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
1965,IHECRE00002724.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
1966,IHECRE00000342.3,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
1967,IHECRE00002173.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
1968,IHECRE00002210.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
1969,IHECRE00002213.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
1970,IHECRE00002369.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
1971,IHECRE00002374.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
1972,IHECRE00002398.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
1973,IHECRE00002474.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
1974,IHECRE00002506.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
1975,IHECRE00002566.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
1976,IHECRE00002577.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
1977,IHECRE00002635.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
1978,IHECRE00000004.3,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
1979,IHECRE00002193.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
1980,IHECRE00002224.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
1981,IHECRE00002230.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
1982,IHECRE00002239.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
1983,IHECRE00002249.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
1984,IHECRE00002315.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
1985,IHECRE00002338.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
1986,IHECRE00002365.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
1987,IHECRE00002382.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
1988,IHECRE00002418.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
1989,IHECRE00002420.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
1990,IHECRE00002421.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
1991,IHECRE00002449.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
1992,IHECRE00002464.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
1993,IHECRE00002465.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
1994,IHECRE00002499.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
1995,IHECRE00002509.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
1996,IHECRE00002511.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
1997,IHECRE00002522.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
1998,IHECRE00002524.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
1999,IHECRE00002579.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2000,IHECRE00002590.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2001,IHECRE00002602.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2002,IHECRE00002608.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2003,IHECRE00002662.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2004,IHECRE00001307.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2005,IHECRE00002178.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2006,IHECRE00002223.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2007,IHECRE00002248.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2008,IHECRE00002267.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2009,IHECRE00002292.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2010,IHECRE00002325.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2011,IHECRE00002327.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2012,IHECRE00002363.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2013,IHECRE00002453.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2014,IHECRE00002454.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2015,IHECRE00002461.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2016,IHECRE00002466.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2017,IHECRE00002469.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2018,IHECRE00002489.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2019,IHECRE00002519.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2020,IHECRE00002525.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2021,IHECRE00002586.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2022,IHECRE00002593.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2023,IHECRE00002594.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2024,IHECRE00002599.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2025,IHECRE00002605.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2026,IHECRE00002631.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2027,IHECRE00002658.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2028,IHECRE00002701.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2029,IHECRE00002714.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2030,IHECRE00002727.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2031,IHECRE00000276.2,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2032,IHECRE00000306.2,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2033,IHECRE00000336.2,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2034,IHECRE00000345.2,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2035,IHECRE00002259.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2036,IHECRE00002349.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2037,IHECRE00002368.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2038,IHECRE00002543.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2039,IHECRE00002695.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2040,IHECRE00002719.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2041,IHECRE00002414.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2042,IHECRE00002503.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2043,IHECRE00002553.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2044,IHECRE00000248.2,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2045,IHECRE00000285.2,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2046,IHECRE00000317.2,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2047,IHECRE00000330.2,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2048,IHECRE00000951.7,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2049,IHECRE00000095.3,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2050,IHECRE00002617.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2051,IHECRE00002712.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2052,IHECRE00000265.2,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2053,IHECRE00000346.2,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2054,IHECRE00002445.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2055,IHECRE00002438.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2056,IHECRE00002234.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2057,IHECRE00002277.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2058,IHECRE00002548.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2059,IHECRE00002620.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2060,IHECRE00002168.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2061,IHECRE00002175.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2062,IHECRE00002183.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2063,IHECRE00002242.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2064,IHECRE00002261.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2065,IHECRE00002293.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2066,IHECRE00002422.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2067,IHECRE00002546.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2068,IHECRE00002607.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2069,IHECRE00002192.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2070,IHECRE00002204.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2071,IHECRE00002246.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2072,IHECRE00002286.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2073,IHECRE00002310.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2074,IHECRE00002347.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2075,IHECRE00002439.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2076,IHECRE00002507.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2077,IHECRE00002523.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2078,IHECRE00002564.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2079,IHECRE00002692.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2080,IHECRE00000178.3,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2081,IHECRE00000284.2,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2082,IHECRE00000353.2,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2083,IHECRE00002164.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2084,IHECRE00002198.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2085,IHECRE00002218.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2086,IHECRE00002251.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2087,IHECRE00002269.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2088,IHECRE00002334.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2089,IHECRE00002443.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2090,IHECRE00002569.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2091,IHECRE00002583.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2092,IHECRE00002612.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2093,IHECRE00002640.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2094,IHECRE00002642.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2095,IHECRE00002653.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2096,IHECRE00002663.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2097,IHECRE00002686.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2098,IHECRE00002703.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2099,IHECRE00002725.2,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2100,IHECRE00002726.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2101,IHECRE00000094.3,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2102,IHECRE00000103.3,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2103,IHECRE00002187.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2104,IHECRE00002200.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2105,IHECRE00002254.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2106,IHECRE00002270.2,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2107,IHECRE00002289.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2108,IHECRE00002345.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2109,IHECRE00002373.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2110,IHECRE00002423.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2111,IHECRE00002431.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2112,IHECRE00002460.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2113,IHECRE00002568.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2114,IHECRE00002571.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2115,IHECRE00002574.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2116,IHECRE00002618.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2117,IHECRE00002636.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2118,IHECRE00002670.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2119,IHECRE00002672.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2120,IHECRE00002677.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2121,IHECRE00002683.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2122,IHECRE00000109.3,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2123,IHECRE00000262.2,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2124,IHECRE00002188.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2125,IHECRE00002231.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2126,IHECRE00002245.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2127,IHECRE00002264.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2128,IHECRE00002265.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2129,IHECRE00002291.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2130,IHECRE00002303.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2131,IHECRE00002336.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2132,IHECRE00002343.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2133,IHECRE00002402.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2134,IHECRE00002404.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2135,IHECRE00002471.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
2136,IHECRE00002486.1,Healthy/None,neutrophil,"224,156,210",neutrophil,"224,156,210",Neutrophil
